order_id,chemical_ordered,supplier,quantity_ordered,cost_usd,order_date
4158,Solvent A,Supplier Y,3260.43,3690.79,"Jun 23, 2023"
4159,Solvent A,Supplier A,4439.48,683.33,"Jun 23, 2023"
4160,Buffer E,Supplier Y,2837.1,3578.37,
4161,Solvent A,Supplier A,3469.25,1482.31,2023-06-23 08:00:00
4162,Solvent A,Supplier Z,3333.74,2482.41,
4163,Catalyst C,Supplier X,2800.62,1536.15,
4164,Reactant D,Supplier X,1622.71,466.09,"Jun 23, 2023"
4165,Catalyst C,Supplier A,1951.19,3854.49,2023-06-23 12:00:00
4166,Solvent A,Supplier B,1646.95,4151.98,
4167,Buffer E,Supplier B,4595.74,1198.3,"Jun 23, 2023"
4168,Catalyst C,Supplier Z,4150.43,1236.21,23/06/2023
4169,Catalyst C,Supplier A,2938.8,2178.29,2023-06-23 16:00:00
4170,Solvent B,Supplier Z,4569.99,4066.77,"Jun 23, 2023"
4171,Solvent A,Supplier A,4443.4,432.48,23/06/2023
4172,Buffer E,Supplier Z,4645.7,4053.12,
4173,Catalyst C,Supplier A,1186.69,4617.48,
4174,Catalyst C,Supplier X,3615.76,2829.45,
4175,Buffer E,Supplier Z,3085.2,348.94,23/06/2023
4176,Solvent A,Supplier Z,3695.77,1384.29,23/06/2023
4177,Solvent B,Supplier A,1390.56,601.36,
4178,Catalyst C,Supplier Y,3504.56,1333.45,
4179,Solvent B,Supplier Y,2108.16,4068.32,24/06/2023
4180,Reactant D,Supplier X,4187.05,325.56,"Jun 24, 2023"
4181,Solvent A,Supplier B,3997.29,1454.93,2023-06-24 04:00:00
4182,Reactant D,Supplier B,1135.65,2608.91,
4183,Reactant D,Supplier X,1000.89,4376.5,24/06/2023
4184,Reactant D,Supplier B,3616.89,1287.41,"Jun 24, 2023"
4185,Solvent A,Supplier A,2797.33,3902.72,"Jun 24, 2023"
4186,Solvent A,Supplier Y,2830.31,2938.67,"Jun 24, 2023"
4187,Buffer E,Supplier X,3787.33,3398.03,
4188,Solvent B,Supplier A,4289.36,4315.75,24/06/2023
4189,Solvent B,Supplier X,,180.76,2023-06-24 12:00:00
4190,Buffer E,Supplier Y,2822.14,2672.18,24/06/2023
4191,Buffer E,Supplier B,4.16 kg,3748.71,24/06/2023
4192,Reactant D,Supplier A,4376.69,4428.79,"Jun 24, 2023"
4193,Buffer E,Supplier Y,1508.31,706.84,2023-06-24 16:00:00
4194,Catalyst C,Supplier X,610.35,1740.19,
4195,Solvent B,Supplier Z,1240.83,438.85,
4196,Buffer E,Supplier A,4732.95,4182.92,"Jun 24, 2023"
4197,Catalyst C,Supplier X,2366.15,4293.96,
4198,Catalyst C,Supplier X,2151.01,2443.75,24/06/2023
4199,Catalyst C,Supplier Y,164.11,152.94,"Jun 24, 2023"
4200,Catalyst C,Supplier X,349.97,555.88,2023-06-24 23:00:00
4201,Reactant D,Supplier A,3376.61,,25/06/2023
4202,Catalyst C,Supplier A,2.99 kg,4913.96,2023-06-25 01:00:00
4203,Reactant D,Supplier X,2920.09,4202.38,2023-06-25 02:00:00
4204,Reactant D,Supplier Y,640.58,3999.71,25/06/2023
4205,Catalyst C,Supplier A,1825.1,2118.95,2023-06-25 04:00:00
4206,Solvent B,Supplier Z,4080.55,4926.8,"Jun 25, 2023"
4207,Catalyst C,Supplier B,957.06,4133.62,"Jun 25, 2023"
4208,Catalyst C,Supplier Y,4425.17,999999,25/06/2023
4209,Catalyst C,Supplier Y,0.7 kg,3755.03,
4210,Solvent B,Supplier B,928.83,2190.99,2023-06-25 09:00:00
4211,Solvent A,Supplier B,2440.97,3319.26,25/06/2023
4212,Solvent A,Supplier A,4731.97,4851.77,2023-06-25 11:00:00
4213,Reactant D,Supplier X,1714.78,1269.94,25/06/2023
4214,Reactant D,Supplier X,3325.27,3985.26,2023-06-25 13:00:00
4215,Solvent B,Supplier Z,2984.49,2972.35,
4216,Buffer E,Supplier X,833.15,4752.36,25/06/2023
4217,Solvent A,Supplier Z,1316.02,715.59,"Jun 25, 2023"
4218,Reactant D,Supplier Z,4657.75,3612.56,
4219,Solvent A,Supplier Y,1005.67,233.91,"Jun 25, 2023"
4220,Solvent B,Supplier Y,3505.55,1270.44,
4221,Solvent B,Supplier A,4827.0,1638.23,"Jun 25, 2023"
4222,Buffer E,Supplier B,685.58,2189.67,
4223,Buffer E,Supplier B,2055.99,4828.23,2023-06-25 22:00:00
4224,Solvent B,Supplier Z,1197.27,384.63,"Jun 25, 2023"
4225,Reactant D,Supplier B,1185.65,886.47,2023-06-26 00:00:00
4226,Solvent A,Supplier Z,683.03,1055.08,26/06/2023
4227,Catalyst C,Supplier B,3.28 kg,,2023-06-26 02:00:00
4228,Buffer E,Supplier A,3.76 kg,350.46,"Jun 26, 2023"
4229,Catalyst C,Supplier Y,3.42 kg,4828.83,
4230,Reactant D,Supplier Y,4630.82,2821.27,2023-06-26 05:00:00
4231,Buffer E,Supplier Z,813.83,4075.77,
4232,Catalyst C,Supplier B,1667.24,3873.87,26/06/2023
4233,Reactant D,Supplier X,1.79 kg,3321.08,26/06/2023
4234,Solvent A,Supplier A,1237.2,4526.83,"Jun 26, 2023"
4235,Reactant D,Supplier B,796.8,4516.8,
4236,Buffer E,Supplier X,2484.85,682.47,2023-06-26 11:00:00
4237,Solvent B,Supplier A,4.19 kg,4514.55,2023-06-26 12:00:00
4238,Solvent A,Supplier A,4777.24,2643.26,26/06/2023
4239,Catalyst C,Supplier Y,733.77,1376.95,
4240,Buffer E,Supplier Z,4133.47,3062.08,
4241,Solvent B,Supplier B,4140.45,1440.47,26/06/2023
4242,Reactant D,Supplier A,2005.99,2421.09,2023-06-26 17:00:00
4243,Solvent B,Supplier B,639.15,4091.37,26/06/2023
4244,Buffer E,Supplier A,4951.04,209.38,
4245,Buffer E,Supplier Y,3312.41,956.29,2023-06-26 20:00:00
4246,Solvent B,Supplier Z,4912.76,4785.08,26/06/2023
4247,Reactant D,Supplier X,2469.91,2253.24,
4248,Solvent B,Supplier X,2036.45,1551.46,
4249,Buffer E,Supplier Y,1311.21,4620.23,"Jun 27, 2023"
4250,Buffer E,Supplier A,4919.5,4560.51,"Jun 27, 2023"
4251,Catalyst C,Supplier Y,1340.96,269.0,27/06/2023
4252,Catalyst C,Supplier Z,216.44,1844.27,2023-06-27 03:00:00
4253,Solvent A,Supplier X,2611.1,4568.47,2023-06-27 04:00:00
4254,Buffer E,Supplier B,1947.55,939.87,"Jun 27, 2023"
4255,Catalyst C,Supplier X,1380.77,2912.16,
4256,Solvent B,Supplier Z,3209.58,1637.85,"Jun 27, 2023"
4257,Reactant D,Supplier A,1884.92,3696.0,27/06/2023
4258,Solvent B,Supplier Y,2.07 kg,833.4,"Jun 27, 2023"
4259,Reactant D,Supplier X,0.21 kg,3000.46,2023-06-27 10:00:00
4260,Catalyst C,Supplier X,2986.45,50.04,27/06/2023
4261,Solvent A,Supplier B,698.15,1300.19,2023-06-27 12:00:00
4262,Solvent B,Supplier Y,1147.64,852.72,27/06/2023
4263,Solvent B,Supplier B,,1088.66,
4264,Solvent B,Supplier B,1.63 kg,4309.11,"Jun 27, 2023"
4265,Reactant D,Supplier A,899.73,4578.24,2023-06-27 16:00:00
4266,Catalyst C,Supplier X,2929.38,3787.41,27/06/2023
4267,Solvent B,Supplier Y,1153.03,2971.03,"Jun 27, 2023"
4268,Solvent B,Supplier A,1427.79,1192.74,2023-06-27 19:00:00
4269,Solvent A,Supplier A,3144.56,1409.87,
4270,Solvent A,Supplier A,3725.32,1583.95,27/06/2023
4271,Catalyst C,Supplier Z,3.72 kg,3896.18,2023-06-27 22:00:00
4272,Catalyst C,Supplier Z,2462.99,1301.78,2023-06-27 23:00:00
4273,Buffer E,Supplier A,2326.05,4868.28,
4274,Solvent A,Supplier Z,3959.46,3992.49,28/06/2023
4275,Buffer E,Supplier Y,1045.87,4998.6,"Jun 28, 2023"
4276,Reactant D,Supplier X,845.79,2322.93,2023-06-28 03:00:00
4277,Buffer E,Supplier Y,3357.01,2967.17,28/06/2023
4278,Solvent B,Supplier X,2106.58,1437.99,28/06/2023
4279,Buffer E,Supplier Z,3578.99,3038.54,
4280,Catalyst C,Supplier Y,1357.34,4870.81,2023-06-28 07:00:00
4281,Reactant D,Supplier B,1691.87,200.38,"Jun 28, 2023"
4282,Solvent B,Supplier A,4493.72,1481.98,2023-06-28 09:00:00
4283,Buffer E,Supplier X,2.17 kg,1442.41,2023-06-28 10:00:00
4284,Reactant D,Supplier X,2995.67,4912.73,"Jun 28, 2023"
4285,Reactant D,Supplier B,622.74,706.61,28/06/2023
4286,Solvent B,Supplier B,976.26,4071.18,2023-06-28 13:00:00
4287,Buffer E,Supplier A,275.85,1409.04,28/06/2023
4288,Reactant D,Supplier Z,2179.42,,
4289,Reactant D,Supplier Y,4945.71,2464.37,28/06/2023
4290,Solvent A,Supplier Y,4381.98,1249.19,"Jun 28, 2023"
4291,Reactant D,Supplier Y,3201.25,3563.18,"Jun 28, 2023"
4292,Solvent A,Supplier Z,4319.37,4215.82,
4293,Buffer E,Supplier A,3011.43,2377.19,28/06/2023
4294,Buffer E,Supplier Y,1906.97,3584.25,2023-06-28 21:00:00
4295,Buffer E,Supplier X,950.38,948.83,
4296,Catalyst C,Supplier X,3299.94,4691.18,"Jun 28, 2023"
4297,Buffer E,Supplier X,1045.95,527.43,29/06/2023
4298,Reactant D,Supplier B,2145.4,1148.66,"Jun 29, 2023"
4299,Solvent B,Supplier B,4146.43,1477.38,2023-06-29 02:00:00
4300,Solvent A,Supplier Z,0.73 kg,806.13,
4301,Catalyst C,Supplier Y,732.2,2063.07,
4302,Buffer E,Supplier B,1199.57,2315.79,"Jun 29, 2023"
4303,Buffer E,Supplier X,2804.39,2617.02,
4304,Solvent B,Supplier B,1333.45,251.96,29/06/2023
4305,Solvent B,Supplier X,2.57 kg,1134.58,29/06/2023
4306,Catalyst C,Supplier Y,1579.71,4048.43,"Jun 29, 2023"
4307,Solvent A,Supplier Z,2580.59,4062.49,"Jun 29, 2023"
4308,Buffer E,Supplier A,,1683.53,
4309,Catalyst C,Supplier A,4902.06,2332.81,"Jun 29, 2023"
4310,Reactant D,Supplier X,2514.32,958.09,29/06/2023
4311,Reactant D,Supplier B,3743.85,4119.59,2023-06-29 14:00:00
4312,Catalyst C,Supplier B,3532.68,4785.58,29/06/2023
4313,Buffer E,Supplier X,2503.74,1492.2,
4314,Catalyst C,Supplier Y,1.27 kg,3920.59,"Jun 29, 2023"
4315,Buffer E,Supplier X,2602.52,1794.33,"Jun 29, 2023"
4316,Solvent B,Supplier Y,3436.76,63.04,"Jun 29, 2023"
4317,Catalyst C,Supplier Z,2353.6,3018.65,
4318,Buffer E,Supplier Z,,2081.47,2023-06-29 21:00:00
4319,Catalyst C,Supplier X,188.12,3804.25,
4320,Catalyst C,Supplier Z,1706.6,3756.38,29/06/2023
4321,Buffer E,Supplier B,836.1,4732.85,2023-06-30 00:00:00
4322,Buffer E,Supplier Y,4540.33,2217.2,"Jun 30, 2023"
4323,Solvent A,Supplier A,961.58,2438.43,30/06/2023
4324,Catalyst C,Supplier A,2031.99,2032.01,"Jun 30, 2023"
4325,Reactant D,Supplier Z,3589.18,1519.85,2023-06-30 04:00:00
4326,Catalyst C,Supplier Y,4095.57,3207.32,
4327,Catalyst C,Supplier B,2440.79,4148.78,30/06/2023
4328,Buffer E,Supplier A,987.56,831.16,
4329,Catalyst C,Supplier B,1427.39,4910.1,30/06/2023
4330,Catalyst C,Supplier B,2152.95,3434.85,"Jun 30, 2023"
4331,Reactant D,Supplier A,1886.51,3911.55,"Jun 30, 2023"
4332,Buffer E,Supplier A,1808.5,4994.33,
4333,Catalyst C,Supplier Z,746.08,2544.96,"Jun 30, 2023"
4334,Solvent B,Supplier Y,4575.22,402.89,2023-06-30 13:00:00
4335,Solvent A,Supplier X,245.81,3961.94,2023-06-30 14:00:00
4336,Reactant D,Supplier Y,2256.01,4360.29,2023-06-30 15:00:00
4337,Catalyst C,Supplier X,4903.58,853.87,2023-06-30 16:00:00
4338,Solvent B,Supplier A,3332.65,169.48,30/06/2023
4339,Catalyst C,Supplier B,1841.51,722.33,30/06/2023
4340,Catalyst C,Supplier Y,815.88,1653.63,2023-06-30 19:00:00
4341,Buffer E,Supplier B,4822.98,4625.19,30/06/2023
4342,Buffer E,Supplier Y,168.53,62.21,2023-06-30 21:00:00
4343,Buffer E,Supplier Y,3.44 kg,4028.8,
4344,Solvent B,Supplier B,4412.67,4281.53,30/06/2023
4345,Catalyst C,Supplier Z,0.22 kg,4064.71,2023-07-01 00:00:00
4346,Solvent A,Supplier A,3653.36,456.96,2023-07-01 01:00:00
4347,Reactant D,Supplier Z,4994.31,3411.99,
4348,Buffer E,Supplier Z,3234.25,4771.82,
4349,Buffer E,Supplier Y,2131.93,645.8,"Jul 01, 2023"
4350,Catalyst C,Supplier A,,206.82,2023-07-01 05:00:00
4351,Catalyst C,Supplier Y,2815.48,4374.61,"Jul 01, 2023"
4352,Solvent B,Supplier X,3772.26,3242.4,01/07/2023
4353,Solvent B,Supplier Y,2980.12,3249.86,2023-07-01 08:00:00
4354,Buffer E,Supplier B,287.63,4823.94,2023-07-01 09:00:00
4355,Catalyst C,Supplier Y,1144.41,3860.34,01/07/2023
4356,Solvent A,Supplier X,485.94,2017.35,
4357,Reactant D,Supplier Y,622.77,2207.41,2023-07-01 12:00:00
4358,Catalyst C,Supplier X,175.49,766.23,
4359,Catalyst C,Supplier A,2163.71,1555.05,2023-07-01 14:00:00
4360,Solvent B,Supplier Y,975.39,2254.75,"Jul 01, 2023"
4361,Reactant D,Supplier X,4292.91,1342.37,
4362,Buffer E,Supplier A,3775.18,4583.57,"Jul 01, 2023"
4363,Catalyst C,Supplier B,2908.57,108.42,2023-07-01 18:00:00
4364,Buffer E,Supplier Z,2496.2,2955.76,"Jul 01, 2023"
4365,Catalyst C,Supplier X,1353.76,3869.46,2023-07-01 20:00:00
4366,Buffer E,Supplier B,2427.26,3673.94,2023-07-01 21:00:00
4367,Reactant D,Supplier A,3.24 kg,3236.48,"Jul 01, 2023"
4368,Solvent B,Supplier B,3932.92,2081.16,2023-07-01 23:00:00
4369,Reactant D,Supplier Y,500.24,4596.46,02/07/2023
4370,Solvent A,Supplier Z,3571.48,1678.28,2023-07-02 01:00:00
4371,Solvent B,Supplier X,3739.38,3763.16,2023-07-02 02:00:00
4372,Reactant D,Supplier A,2838.96,4636.92,02/07/2023
4373,Solvent A,Supplier Z,1150.16,685.5,
4374,Catalyst C,Supplier A,2742.0,4738.05,02/07/2023
4375,Catalyst C,Supplier B,2563.25,3891.36,02/07/2023
4376,Buffer E,Supplier A,2430.98,3102.13,02/07/2023
4377,Solvent B,Supplier A,2357.14,1898.32,02/07/2023
4378,Catalyst C,Supplier B,643.05,4526.11,
4379,Solvent B,Supplier B,996.17,268.01,2023-07-02 10:00:00
4380,Catalyst C,Supplier Z,576.93,2187.55,"Jul 02, 2023"
4381,Buffer E,Supplier X,,3795.34,
4382,Reactant D,Supplier B,1391.04,4065.15,
4383,Buffer E,Supplier Z,1300.87,1051.28,2023-07-02 14:00:00
4384,Solvent A,Supplier A,1133.55,285.64,02/07/2023
4385,Catalyst C,Supplier A,3703.57,4024.11,02/07/2023
4386,Solvent A,Supplier Y,4110.97,2138.37,
4387,Solvent A,Supplier B,1702.84,760.44,"Jul 02, 2023"
4388,Solvent B,Supplier Z,1595.13,473.56,02/07/2023
4389,Catalyst C,Supplier Z,4235.76,3221.17,
4390,Solvent A,Supplier X,3.16 kg,2934.95,"Jul 02, 2023"
4391,Reactant D,Supplier Z,1537.85,4277.25,"Jul 02, 2023"
4392,Solvent A,Supplier B,3.6 kg,206.26,"Jul 02, 2023"
4393,Reactant D,Supplier Z,1788.5,4348.71,"Jul 03, 2023"
4394,Solvent B,Supplier Y,2974.12,4441.85,
4395,Solvent A,Supplier A,4963.91,2259.18,
4396,Buffer E,Supplier A,1577.81,429.5,"Jul 03, 2023"
4397,Solvent B,Supplier Z,4659.58,4736.38,03/07/2023
4398,Reactant D,Supplier Z,1671.2,406.55,03/07/2023
4399,Solvent B,Supplier Z,2.75 kg,2973.84,
4400,Solvent A,Supplier Z,2353.92,2491.12,"Jul 03, 2023"
4401,Catalyst C,Supplier Y,3937.48,4183.68,"Jul 03, 2023"
4402,Catalyst C,Supplier B,399.35,2537.9,
4403,Reactant D,Supplier Y,3172.9,2372.15,
4404,Reactant D,Supplier Y,3827.27,4409.22,
4405,Catalyst C,Supplier Y,2413.51,4821.85,2023-07-03 12:00:00
4406,Reactant D,Supplier A,615.93,2768.89,2023-07-03 13:00:00
4407,Solvent B,Supplier Y,1299.54,2300.88,"Jul 03, 2023"
4408,Buffer E,Supplier Z,3430.39,4163.92,2023-07-03 15:00:00
4409,Buffer E,Supplier Y,4487.64,4163.91,03/07/2023
4410,Solvent B,Supplier Z,2165.88,1630.94,"Jul 03, 2023"
4411,Buffer E,Supplier B,2846.02,2902.31,2023-07-03 18:00:00
4412,Solvent A,Supplier A,1219.09,812.88,"Jul 03, 2023"
4413,Solvent B,Supplier B,2119.85,3195.93,03/07/2023
4414,Reactant D,Supplier B,1750.27,4178.25,03/07/2023
4415,Solvent B,Supplier A,3312.08,978.2,"Jul 03, 2023"
4416,Catalyst C,Supplier Z,4925.02,1649.08,2023-07-03 23:00:00
4417,Reactant D,Supplier Z,4085.19,2272.22,"Jul 04, 2023"
4418,Catalyst C,Supplier Z,1041.61,4233.15,04/07/2023
4419,Reactant D,Supplier A,2.93 kg,3670.28,2023-07-04 02:00:00
4420,Buffer E,Supplier Y,425.42,1618.51,2023-07-04 03:00:00
4421,Solvent B,Supplier X,1309.89,1253.02,
4422,Solvent A,Supplier Y,0.94 kg,3493.74,"Jul 04, 2023"
4423,Reactant D,Supplier Y,1744.17,2425.44,04/07/2023
4424,Reactant D,Supplier B,3426.19,2988.09,04/07/2023
4425,Catalyst C,Supplier X,2547.03,3261.05,"Jul 04, 2023"
4426,Buffer E,Supplier Z,4671.26,2815.5,"Jul 04, 2023"
4427,Catalyst C,Supplier Y,1142.47,3084.71,04/07/2023
4428,Catalyst C,Supplier A,1884.62,4443.14,04/07/2023
4429,Buffer E,Supplier Y,1716.28,4347.58,"Jul 04, 2023"
4430,Solvent A,Supplier Z,1256.22,787.72,"Jul 04, 2023"
4431,Catalyst C,Supplier Y,4966.54,2953.16,2023-07-04 14:00:00
4432,Catalyst C,Supplier B,1997.41,2224.54,
4433,Reactant D,Supplier B,4708.49,1463.32,04/07/2023
4434,Buffer E,Supplier Y,2013.32,3174.18,2023-07-04 17:00:00
4435,Solvent B,Supplier B,1100.05,2578.87,"Jul 04, 2023"
4436,Solvent A,Supplier A,684.11,3885.78,
4437,Solvent A,Supplier X,4.29 kg,512.48,04/07/2023
4438,Buffer E,Supplier Y,257.28,1548.27,
4439,Reactant D,Supplier A,4825.53,177.62,2023-07-04 22:00:00
4440,Reactant D,Supplier A,2149.14,3742.5,"Jul 04, 2023"
4441,Buffer E,Supplier A,1312.13,4566.66,2023-07-05 00:00:00
4442,Reactant D,Supplier Z,3125.49,2957.51,
4443,Solvent A,Supplier Y,751.27,3104.05,2023-07-05 02:00:00
4444,Solvent A,Supplier Y,453.51,279.8,2023-07-05 03:00:00
4445,Solvent B,Supplier Y,4156.14,2543.72,"Jul 05, 2023"
4446,Buffer E,Supplier X,2180.89,2658.02,"Jul 05, 2023"
4447,Catalyst C,Supplier A,2639.45,242.92,
4448,Catalyst C,Supplier Y,965.81,3922.82,
4449,Solvent B,Supplier B,400.98,1427.68,2023-07-05 08:00:00
4450,Solvent B,Supplier Z,1902.1,3631.06,05/07/2023
4451,Reactant D,Supplier X,2580.12,2044.48,2023-07-05 10:00:00
4452,Solvent B,Supplier Z,3850.61,4978.45,
4453,Solvent B,Supplier A,2555.15,1100.42,2023-07-05 12:00:00
4454,Catalyst C,Supplier B,3934.28,338.27,"Jul 05, 2023"
4455,Reactant D,Supplier A,665.62,4900.53,2023-07-05 14:00:00
4456,Solvent B,Supplier Y,0.41 kg,1257.02,"Jul 05, 2023"
4457,Solvent B,Supplier Z,0.88 kg,3194.89,05/07/2023
4458,Reactant D,Supplier B,3.88 kg,1904.11,"Jul 05, 2023"
4459,Buffer E,Supplier Z,3820.72,3216.16,05/07/2023
4460,Reactant D,Supplier X,792.7,3000.49,05/07/2023
4461,Catalyst C,Supplier B,251.84,3551.01,2023-07-05 20:00:00
4462,Buffer E,Supplier X,3457.88,141.29,
4463,Solvent A,Supplier B,4290.88,4189.16,
4464,Reactant D,Supplier Y,3795.13,2419.4,2023-07-05 23:00:00
4465,Catalyst C,Supplier Z,1093.72,2618.32,06/07/2023
4466,Buffer E,Supplier Z,2960.46,2084.57,
4467,Reactant D,Supplier A,3811.09,4947.44,"Jul 06, 2023"
4468,Solvent B,Supplier B,1353.56,4017.78,
4469,Reactant D,Supplier B,2685.83,1591.4,06/07/2023
4470,Solvent A,Supplier X,1640.86,3926.2,06/07/2023
4471,Reactant D,Supplier B,1205.32,2213.12,"Jul 06, 2023"
4472,Buffer E,Supplier Z,4850.99,4356.57,2023-07-06 07:00:00
4473,Buffer E,Supplier B,4571.65,202.69,
4474,Reactant D,Supplier A,2283.77,1809.26,2023-07-06 09:00:00
4475,Buffer E,Supplier A,770.21,2177.6,
4476,Solvent B,Supplier Z,3666.75,3734.04,"Jul 06, 2023"
4477,Reactant D,Supplier Z,1352.94,952.39,2023-07-06 12:00:00
4478,Solvent B,Supplier Z,925.74,1467.09,
4479,Solvent B,Supplier B,1969.49,3633.21,
4480,Catalyst C,Supplier B,2696.26,430.38,06/07/2023
4481,Reactant D,Supplier Y,577.46,1045.57,06/07/2023
4482,Buffer E,Supplier X,2901.56,3779.16,
4483,Solvent B,Supplier B,175.21,4383.87,06/07/2023
4484,Catalyst C,Supplier Y,4.47 kg,3657.7,
4485,Reactant D,Supplier Y,4611.63,2659.33,
4486,Reactant D,Supplier A,3692.05,540.35,06/07/2023
4487,Solvent A,Supplier B,2386.09,4144.77,06/07/2023
4488,Solvent A,Supplier Y,1348.99,663.99,06/07/2023
4489,Solvent B,Supplier A,3746.15,1956.14,2023-07-07 00:00:00
4490,Solvent A,Supplier X,4.67 kg,299.97,"Jul 07, 2023"
4491,Solvent B,Supplier A,876.82,3562.89,
4492,Buffer E,Supplier X,2382.53,,"Jul 07, 2023"
4493,Solvent B,Supplier Z,1644.78,4542.66,2023-07-07 04:00:00
4494,Solvent A,Supplier Z,1.85 kg,736.78,2023-07-07 05:00:00
4495,Buffer E,Supplier A,2088.21,4104.87,
4496,Solvent A,Supplier Z,4763.8,2577.81,
4497,Solvent B,Supplier B,1367.32,1862.16,"Jul 07, 2023"
4498,Catalyst C,Supplier A,2514.11,3235.66,"Jul 07, 2023"
4499,Reactant D,Supplier Y,4762.29,3962.57,07/07/2023
4500,Solvent A,Supplier B,2432.68,2229.41,"Jul 07, 2023"
4501,Solvent B,Supplier A,4.33 kg,1202.39,"Jul 07, 2023"
4502,Buffer E,Supplier X,0.39 kg,4583.16,2023-07-07 13:00:00
4503,Solvent A,Supplier Z,4769.85,1599.34,"Jul 07, 2023"
4504,Solvent A,Supplier Z,1.02 kg,4991.27,07/07/2023
4505,Reactant D,Supplier Z,4901.68,3848.26,"Jul 07, 2023"
4506,Solvent B,Supplier A,960.33,3454.7,
4507,Catalyst C,Supplier B,2277.39,111.38,07/07/2023
4508,Buffer E,Supplier X,1612.21,2270.23,
4509,Solvent B,Supplier Z,2222.83,2537.18,2023-07-07 20:00:00
4510,Buffer E,Supplier B,1327.57,1913.06,07/07/2023
4511,Solvent A,Supplier Y,4.83 kg,792.37,07/07/2023
4512,Reactant D,Supplier Y,1598.05,1868.88,"Jul 07, 2023"
4513,Reactant D,Supplier X,3301.05,421.12,08/07/2023
4514,Catalyst C,Supplier Z,773.49,1490.05,2023-07-08 01:00:00
4515,Reactant D,Supplier Y,4139.5,464.21,2023-07-08 02:00:00
4516,Solvent A,Supplier B,2758.29,3774.5,2023-07-08 03:00:00
4517,Catalyst C,Supplier B,4.9 kg,3372.23,08/07/2023
4518,Solvent B,Supplier Y,2174.67,4702.67,08/07/2023
4519,Reactant D,Supplier Z,1057.69,1930.65,"Jul 08, 2023"
4520,Catalyst C,Supplier X,1795.49,3941.69,2023-07-08 07:00:00
4521,Solvent A,Supplier Z,3711.13,2958.66,"Jul 08, 2023"
4522,Buffer E,Supplier A,3329.62,3248.21,2023-07-08 09:00:00
4523,Buffer E,Supplier Y,3913.9,2759.93,"Jul 08, 2023"
4524,Solvent A,Supplier A,460.0,3906.84,
4525,Solvent A,Supplier Y,2943.81,257.86,
4526,Buffer E,Supplier X,4667.63,448.42,2023-07-08 13:00:00
4527,Catalyst C,Supplier Z,628.72,524.82,"Jul 08, 2023"
4528,Buffer E,Supplier Z,562.24,1479.02,08/07/2023
4529,Solvent A,Supplier Y,3611.36,2976.09,08/07/2023
4530,Reactant D,Supplier B,1644.39,3245.81,08/07/2023
4531,Solvent B,Supplier A,3327.04,3577.39,"Jul 08, 2023"
4532,Reactant D,Supplier Z,2.77 kg,1439.78,
4533,Reactant D,Supplier Z,4931.73,unknown,08/07/2023
4534,Solvent A,Supplier Y,4456.38,632.57,2023-07-08 21:00:00
4535,Buffer E,Supplier B,3422.56,99.4,
4536,Catalyst C,Supplier A,1.38 kg,3488.67,2023-07-08 23:00:00
4537,Reactant D,Supplier B,1383.35,3592.28,"Jul 09, 2023"
4538,Buffer E,Supplier B,4422.99,3129.61,09/07/2023
4539,Catalyst C,Supplier Y,2968.17,1331.41,2023-07-09 02:00:00
4540,Reactant D,Supplier B,3967.48,4640.97,"Jul 09, 2023"
4541,Catalyst C,Supplier A,2304.33,4384.59,09/07/2023
4542,Buffer E,Supplier X,605.06,2601.93,"Jul 09, 2023"
4543,Solvent B,Supplier X,1730.16,4946.24,2023-07-09 06:00:00
4544,Buffer E,Supplier A,889.63,1528.17,
4545,Solvent A,Supplier Y,3930.98,2481.11,2023-07-09 08:00:00
4546,Catalyst C,Supplier Z,3.53 kg,4643.21,2023-07-09 09:00:00
4547,Solvent B,Supplier Y,533.22,2337.5,
4548,Catalyst C,Supplier A,3144.79,2381.49,"Jul 09, 2023"
4549,Catalyst C,Supplier B,4383.26,442.99,"Jul 09, 2023"
4550,Reactant D,Supplier X,3517.09,1096.16,2023-07-09 13:00:00
4551,Solvent A,Supplier B,2604.45,831.43,2023-07-09 14:00:00
4552,Catalyst C,Supplier Y,1628.13,2848.07,"Jul 09, 2023"
4553,Buffer E,Supplier A,4446.77,1626.53,
4554,Buffer E,Supplier X,2171.74,431.3,09/07/2023
4555,Reactant D,Supplier A,4291.43,2574.36,
4556,Solvent A,Supplier X,3.94 kg,3362.62,2023-07-09 19:00:00
4557,Solvent A,Supplier X,4.1 kg,3695.81,"Jul 09, 2023"
4558,Buffer E,Supplier X,4950.01,4195.71,
4559,Solvent B,Supplier Y,3768.92,2435.68,2023-07-09 22:00:00
4560,Reactant D,Supplier A,266.8,1983.53,09/07/2023
4561,Reactant D,Supplier Z,1106.63,3436.4,10/07/2023
4562,Buffer E,Supplier Z,272.46,116.16,
4563,Buffer E,Supplier Z,1030.58,3185.96,2023-07-10 02:00:00
4564,Solvent B,Supplier A,401.05,2058.13,2023-07-10 03:00:00
4565,Solvent B,Supplier B,,2291.73,10/07/2023
4566,Solvent A,Supplier A,0.24 kg,1516.53,"Jul 10, 2023"
4567,Reactant D,Supplier X,2415.64,680.01,"Jul 10, 2023"
4568,Reactant D,Supplier B,4504.32,2037.05,
4569,Buffer E,Supplier X,3768.02,1575.6,
4570,Solvent A,Supplier X,4725.38,4802.59,10/07/2023
4571,Reactant D,Supplier A,1210.57,4720.52,2023-07-10 10:00:00
